"stable_id","file","line","end_line","scope","syntactic_contract_family","normative_anchor","work_item_anchor","classification","reason","evidence","source_sha256"
"R1-c92e462e59ea7b4629b67237","crates/storage/eliot-store-surreal-adapter/src/lib.rs","108","108","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","702550820a0ac18373d5bca925231eff6242d3d62740e10afeb6d6ea21e7a5be"
"R1-fb66002ee859c3ea9c66489a","crates/storage/eliot-store-surreal-adapter/src/lib.rs","115","115","production-or-mixed","typed/StoreError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","StoreError::Unavailable","702550820a0ac18373d5bca925231eff6242d3d62740e10afeb6d6ea21e7a5be"
"R1-8fb2d3dd4fd86fde40a4ec71","crates/surfaces/eliot-agent-bridge-core/src/lib.rs","881","881","production-or-mixed","typed/BridgeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BridgeError::PlanGap(PlanGap::missing(RequiredProvider::HostActivationPort))","cb0cec76543f712362ee6a99906bb4c9e00e1ef7690e96f7f26fca4b512ab28d"
"R1-6f357c456d83478aa1b8a6ad","crates/surfaces/eliot-agent-bridge-core/src/lib.rs","1204","1204","production-or-mixed","typed/BridgeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BridgeError::PlanGap(gap)","cb0cec76543f712362ee6a99906bb4c9e00e1ef7690e96f7f26fca4b512ab28d"
"R1-2456d5dbe5b68fc6969dc16d","crates/surfaces/eliot-agent-bridge-core/src/lib.rs","1214","1216","production-or-mixed","typed/BridgeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BridgeError::PlanGap(PlanGap::missing( RequiredProvider::McpForwardingPort, ))","cb0cec76543f712362ee6a99906bb4c9e00e1ef7690e96f7f26fca4b512ab28d"
"R1-091e818da03d8484d7f822dc","crates/surfaces/eliot-agent-bridge-core/src/lib.rs","1230","1230","production-or-mixed","typed/BridgeError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","BridgeError::PlanGap(PlanGap::missing(RequiredProvider::McpForwardingPort))","cb0cec76543f712362ee6a99906bb4c9e00e1ef7690e96f7f26fca4b512ab28d"
"R1-7559527875647bcfdc1ff9cc","crates/surfaces/eliot-cli/src/lib.rs","1085","1088","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-e58571b44cace82273ec616a","crates/surfaces/eliot-cli/src/lib.rs","1099","1102","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-08"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-a9c26fed3f037f5102de49f0","crates/surfaces/eliot-cli/src/lib.rs","1113","1116","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-08"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-bb72bc866faabcf9d81f07f7","crates/surfaces/eliot-cli/src/lib.rs","1127","1130","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-a70c77d961cbcfd6b9f55479","crates/surfaces/eliot-cli/src/lib.rs","1141","1144","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-16a6d3103b5e08bab4a9dd0c","crates/surfaces/eliot-cli/src/lib.rs","1155","1158","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-1c4a3847a7932657393e830a","crates/surfaces/eliot-cli/src/lib.rs","1169","1172","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-fa9eeebcadeae4ae59903298","crates/surfaces/eliot-cli/src/lib.rs","1183","1186","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-f826f4c95a589247c1f04462","crates/surfaces/eliot-cli/src/lib.rs","1197","1200","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-efae2d0680e9227c07eb59dd","crates/surfaces/eliot-cli/src/lib.rs","1211","1214","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-b4e4eebcced3f20ea9e853ef","crates/surfaces/eliot-cli/src/lib.rs","1225","1228","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-00e31d3a746144bda770d758","crates/surfaces/eliot-cli/src/lib.rs","1239","1242","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-1e6ea7ba450e1ae695c11826","crates/surfaces/eliot-cli/src/lib.rs","1253","1256","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-d992644f413ddf271afe02c1","crates/surfaces/eliot-cli/src/lib.rs","1267","1270","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-5def6de2b24cf1049dc4ec39","crates/surfaces/eliot-cli/src/lib.rs","1281","1284","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-88be4fff5bf417456446a214","crates/surfaces/eliot-cli/src/lib.rs","1295","1298","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-1211d7b2bf658e10c45cf700","crates/surfaces/eliot-cli/src/lib.rs","1309","1312","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-c005b758d6461a12f0b7bb6d","crates/surfaces/eliot-cli/src/lib.rs","1323","1326","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-c381e05d919c0276e55169c7","crates/surfaces/eliot-cli/src/lib.rs","1337","1340","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-a89b4e3a5a36d1b3b8f570d5","crates/surfaces/eliot-cli/src/lib.rs","1351","1354","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-3374c62d8824902056f9af8b","crates/surfaces/eliot-cli/src/lib.rs","1365","1368","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-efb0491ac8fc237c033d9bed","crates/surfaces/eliot-cli/src/lib.rs","1379","1382","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-fbcb123197ec0325d7c6df5d","crates/surfaces/eliot-cli/src/lib.rs","1393","1396","production-or-mixed","typed/CommandAvailability::PlanGap","UNKNOWN","A-06","Unimplemented","PlanGap is a missing-work contract, never Designed","CommandAvailability::PlanGap { missing_work_id: ""A-06"", dependency: ""no admitted Kernel/Governor provider is injected"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-ecae36741a95c218c92b0a2a","crates/surfaces/eliot-cli/src/lib.rs","1542","1546","production-or-mixed","typed/CommandResult::Unimplemented","UNKNOWN","UNKNOWN","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: architecture_anchor.to_owned(), work_item_id: work_item_id.to_owned(), detail: detail.to_owned(), }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-74392f248cb5efcba07bb340","crates/surfaces/eliot-cli/src/lib.rs","2092","2096","test-only","typed/CommandAvailability::Unimplemented","A0.8","W0-01","Unimplemented","explicit missing-work marker","CommandAvailability::Unimplemented { architecture_anchor: ""A0.8"", work_item_id: ""W0-01"", detail: ""implementation is intentionally bounded to a later work item"", }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-d206c0b23b1a9919fbce2a94","crates/surfaces/eliot-cli/src/lib.rs","2097","2101","test-only","typed/CommandResult::Unimplemented","A0.8","W0-01","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: ""A0.8"".to_owned(), work_item_id: ""W0-01"".to_owned(), detail: ""implementation is intentionally bounded to a later work item"".to_owned(), }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-f7affed6c43f74fc04d97195","crates/surfaces/eliot-cli/src/lib.rs","2105","2109","test-only","typed/CommandResult::Unimplemented","A0.9","W0-01","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: ""A0.9"".to_owned(), work_item_id: ""W0-01"".to_owned(), detail: ""implementation is intentionally bounded to a later work item"".to_owned(), }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-39bc60effc9693a66c881fd7","crates/surfaces/eliot-cli/src/lib.rs","2110","2114","test-only","typed/CommandResult::Unimplemented","A0.8","W0-02","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: ""A0.8"".to_owned(), work_item_id: ""W0-02"".to_owned(), detail: ""implementation is intentionally bounded to a later work item"".to_owned(), }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-4dfe05151151d1f491c8c17d","crates/surfaces/eliot-cli/src/lib.rs","2115","2119","test-only","typed/CommandResult::Unimplemented","A0.8","W0-01","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: ""A0.8"".to_owned(), work_item_id: ""W0-01"".to_owned(), detail: ""different detail"".to_owned(), }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-798b614eac88d322344d1350","crates/surfaces/eliot-cli/src/lib.rs","2167","2171","test-only","typed/CommandResult::Unimplemented","A0.8","W0-01","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: ""A0.8"".to_owned(), work_item_id: ""W0-01"".to_owned(), detail: ""typed oracle fixture"".to_owned(), }","2ca6627eb222a9f261c7c8dcc40037e1ab72008e25cded8b66f65ba83b98f88f"
"R1-8fcdc34729bdf2947e2eaa34","crates/surfaces/eliot-cli/tests/cli_contract.rs","263","267","test-only","typed/CommandResult::Unimplemented","A0.8","W0-01","Unimplemented","explicit missing-work marker","CommandResult::Unimplemented { architecture_anchor: ""A0.8"".to_owned(), work_item_id: ""W0-01"".to_owned(), detail: ""implementation is intentionally bounded to a later work item"".to_owned(), }","31d89b874cee3a627e85759a81ab63641aa7719cee9cadd8b330205b7a35a8c7"
"R1-fd943b70025d189ae3ba5af0","crates/surfaces/eliot-cli/tests/cli_contract.rs","290","295","test-only","typed/CommandResult::Unavailable","UNKNOWN","W0-01","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","CommandResult::Unavailable { reason: UnavailableReason::PlanGap { missing_work_id: ""W0-01"".to_owned(), dependency: ""eliot-cli"".to_owned(), }, }","31d89b874cee3a627e85759a81ab63641aa7719cee9cadd8b330205b7a35a8c7"
"R1-45956ac3619c1b2cb1f3346a","crates/surfaces/eliot-cli/tests/cli_contract.rs","291","294","test-only","typed/UnavailableReason::PlanGap","UNKNOWN","W0-01","Unimplemented","PlanGap is a missing-work contract, never Designed","UnavailableReason::PlanGap { missing_work_id: ""W0-01"".to_owned(), dependency: ""eliot-cli"".to_owned(), }","31d89b874cee3a627e85759a81ab63641aa7719cee9cadd8b330205b7a35a8c7"
"R1-8e1361923f2448cbba5c5ef0","crates/surfaces/eliot-controlboard/src/lib.rs","619","621","production-or-mixed","typed/ControlBoardError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","ControlBoardError::PlanGap( RequiredProvider::G11ReviewProjection, )","57d4a536bfe13be1cfafc3cbadd38a32b258bf2b42690d597f311a56e62d50c0"
"R1-87ec16972ad130343ea528fd","crates/surfaces/eliot-controlboard/src/lib.rs","656","659","production-or-mixed","typed/ControlBoardError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","ControlBoardError::PlanGap(match expected_provider { ProjectionProvider::G11 => RequiredProvider::G11ReviewProjection, ProjectionProvider::I12 => RequiredProvider::I12ReportProjection, })","57d4a536bfe13be1cfafc3cbadd38a32b258bf2b42690d597f311a56e62d50c0"
"R1-60e476dee3ad8a246ca5ee6e","crates/surfaces/eliot-controlboard/src/lib.rs","669","669","production-or-mixed","typed/ControlBoardError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","ControlBoardError::PlanGap(provider)","57d4a536bfe13be1cfafc3cbadd38a32b258bf2b42690d597f311a56e62d50c0"
"R1-328712042da5f50d889ec819","crates/surfaces/eliot-controlboard/src/lib.rs","1028","1028","production-or-mixed","typed/ControlBoardError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","ControlBoardError::PlanGap(RequiredProvider::AccessResolver)","57d4a536bfe13be1cfafc3cbadd38a32b258bf2b42690d597f311a56e62d50c0"
